Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Plattsburgh 2 LD 4 LD 4,30,0,262,292,40.78
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Plattsburgh 3 LD 8 LD 8,49,0,279,328,53.86
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Plattsburgh 4 LD 6 LD 6,31,0,240,271,37.59
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Plattsburgh 5 LD 8 LD 8,16,0,142,158,41.69
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Plattsburgh 6 LD 4 LD 4,53,0,418,471,47.96
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Plattsburgh 7 LD 4 LD 4,42,0,168,210,36.52
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Saranac 1 LD 6 LD 6,38,0,202,240,28.85
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Saranac 2 LD 6 LD 6,20,0,137,157,28.39
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Saranac 3 LD 6 LD 6,11,0,121,132,31.50
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Schuyler Falls 1 LD 5 LD 5,24,0,103,127,27.25
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Schuyler Falls 2 LD 5 LD 5,30,0,236,266,35.95
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,DEM,Town of Schuyler Falls 3 LD 5 LD 5,24,0,194,218,36.89
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,16,0,79,95,42.60
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,51,0,250,301,32.68
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,5,0,15,20,52.63
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,13,0,124,137,36.34
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,6,0,49,55,36.67
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,15,0,172,187,37.40
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,21,0,168,189,32.87
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,13,0,187,200,32.26
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,22,0,187,209,34.38
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,11,0,90,101,30.61
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,29,0,171,200,32.31
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,9,0,87,96,23.19
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,11,0,52,63,26.47
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Altona 1 LD 2 LD 2,43,0,465,508,62.56
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of AuSable 1 LD 7 LD 7,17,0,292,309,61.07
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of AuSable 2 LD 7 LD 7,8,0,251,259,52.43
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Beekmantown 1 LD 3 LD 3,27,0,187,214,49.08
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Beekmantown 2 LD 3 LD 3,9,0,278,287,60.29
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Beekmantown 3 LD 4 LD 4,22,0,273,295,43.96
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Beekmantown 4 LD 3 LD 3,26,0,355,381,58.62
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Black Brook 1 LD 6 LD 6,21,0,283,304,65.66
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Black Brook 2 LD 6 LD 6,4,0,92,96,53.04
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Champlain 1 LD 1 LD 1,27,0,313,340,53.46
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Champlain 2 LD 1 LD 1,21,0,334,355,49.79
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Champlain 3 LD 1 LD 1,16,0,385,401,58.45
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Chazy 1 LD 3 LD 3,27,0,398,425,54.00
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Chazy 2 LD 3 LD 3,18,0,421,439,56.14
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Clinton 1 LD 2 LD 2,14,0,149,163,66.80
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Dannemora 1 LD 6 LD 6,8,0,88,96,61.54
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Dannemora 2 LD 2 LD 2,23,0,171,194,62.58
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Dannemora 3 LD 2 LD 2,13,0,178,191,66.32
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Ellenburg 1 LD 2 LD 2,46,0,445,491,67.35
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Mooers 1 LD 1 LD 1,24,0,527,551,66.87
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Mooers 2 LD 2 LD 2,12,0,271,283,66.90
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Peru 1 LD 7 LD 7,13,0,274,287,55.30
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Peru 2 LD 7 LD 7,25,0,323,348,48.81
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Peru 3 LD 7 LD 7,27,0,306,333,63.67
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Peru 4 LD 5 LD 5,27,0,437,464,52.08
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 1 LD 4 LD 4,12,0,160,172,41.45
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 2 LD 4 LD 4,30,0,349,379,52.93
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 3 LD 8 LD 8,22,0,221,243,39.90
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 4 LD 6 LD 6,21,0,379,400,55.48
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 5 LD 8 LD 8,4,0,190,194,51.19
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 6 LD 4 LD 4,33,0,419,452,46.03
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Plattsburgh 7 LD 4 LD 4,23,0,292,315,54.78
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Saranac 1 LD 6 LD 6,29,0,502,531,63.82
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Saranac 2 LD 6 LD 6,19,0,345,364,65.82
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Saranac 3 LD 6 LD 6,8,0,241,249,59.43
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Schuyler Falls 1 LD 5 LD 5,18,0,292,310,66.52
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Schuyler Falls 2 LD 5 LD 5,14,0,400,414,55.95
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,REP,Town of Schuyler Falls 3 LD 5 LD 5,24,0,309,333,56.35
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,6,0,9,15,6.73
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,5,0,33,38,4.13
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,0,0,3,3,7.89
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,0,0,15,15,3.98
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,1,0,7,8,5.33
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,4,0,19,23,4.60
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,2,0,18,20,3.48
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,5,0,24,29,4.68
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,1,0,20,21,3.45
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,1,0,7,8,2.42
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,2,0,30,32,5.17
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,1,0,12,13,3.14
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,2,0,4,6,2.52
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Altona 1 LD 2 LD 2,2,0,56,58,7.14
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of AuSable 1 LD 7 LD 7,3,0,31,34,6.72
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of AuSable 2 LD 7 LD 7,1,0,26,27,5.47
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Beekmantown 1 LD 3 LD 3,4,0,20,24,5.50
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Beekmantown 2 LD 3 LD 3,3,0,22,25,5.25
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Beekmantown 3 LD 4 LD 4,1,0,25,26,3.87
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Beekmantown 4 LD 3 LD 3,1,0,30,31,4.77
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Black Brook 1 LD 6 LD 6,1,0,20,21,4.54
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Black Brook 2 LD 6 LD 6,0,0,10,10,5.52
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Champlain 1 LD 1 LD 1,2,0,25,27,4.25
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Champlain 2 LD 1 LD 1,5,0,28,33,4.63
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Champlain 3 LD 1 LD 1,2,0,37,39,5.69
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Chazy 1 LD 3 LD 3,2,0,39,41,5.21
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Chazy 2 LD 3 LD 3,0,0,38,38,4.86
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Clinton 1 LD 2 LD 2,0,0,11,11,4.51
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Dannemora 1 LD 6 LD 6,1,0,11,12,7.69
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Dannemora 2 LD 2 LD 2,5,0,9,14,4.52
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Dannemora 3 LD 2 LD 2,1,0,18,19,6.60
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Ellenburg 1 LD 2 LD 2,5,0,26,31,4.25
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Mooers 1 LD 1 LD 1,5,0,45,50,6.07
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Mooers 2 LD 2 LD 2,1,0,31,32,7.57
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Peru 1 LD 7 LD 7,3,0,26,29,5.59
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Peru 2 LD 7 LD 7,1,0,42,43,6.03
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Peru 3 LD 7 LD 7,4,0,44,48,9.18
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Peru 4 LD 5 LD 5,3,0,41,44,4.94
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 1 LD 4 LD 4,5,0,23,28,6.75
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 2 LD 4 LD 4,1,0,27,28,3.91
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 3 LD 8 LD 8,3,0,22,25,4.11
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 4 LD 6 LD 6,1,0,32,33,4.58
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 5 LD 8 LD 8,3,0,12,15,3.96
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 6 LD 4 LD 4,2,0,27,29,2.95
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Plattsburgh 7 LD 4 LD 4,5,0,25,30,5.22
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Saranac 1 LD 6 LD 6,5,0,36,41,4.93
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Saranac 2 LD 6 LD 6,1,0,28,29,5.24
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Saranac 3 LD 6 LD 6,1,0,25,26,6.21
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Schuyler Falls 1 LD 5 LD 5,1,0,21,22,4.72
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Schuyler Falls 2 LD 5 LD 5,1,0,38,39,5.27
"Governor and Lieutenant Governor ",Lee Zeldin and Alison Esposito,CON,Town of Schuyler Falls 3 LD 5 LD 5,3,0,21,24,4.06
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,1,0,3,4,1.79
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,3,0,23,26,2.82
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,0,0,0,0,0.00
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,2,0,21,23,6.10
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,0,0,7,7,4.67
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,1,0,15,16,3.20
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,3,0,24,27,4.70
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,4,0,33,37,5.97
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,1,0,28,29,4.77
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,0,0,20,20,6.06
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,4,0,19,23,3.72
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,4,0,28,32,7.73
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,1,0,15,16,6.72
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Altona 1 LD 2 LD 2,3,0,19,22,2.71
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of AuSable 1 LD 7 LD 7,1,0,9,10,1.98
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of AuSable 2 LD 7 LD 7,0,0,14,14,2.83
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Beekmantown 1 LD 3 LD 3,4,0,13,17,3.90
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Beekmantown 2 LD 3 LD 3,2,0,14,16,3.36
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Beekmantown 3 LD 4 LD 4,2,0,16,18,2.68
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Beekmantown 4 LD 3 LD 3,0,0,17,17,2.62
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Black Brook 1 LD 6 LD 6,4,0,6,10,2.16
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Black Brook 2 LD 6 LD 6,1,0,1,2,1.10
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Champlain 1 LD 1 LD 1,0,0,12,12,1.89
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Champlain 2 LD 1 LD 1,1,0,16,17,2.38
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Champlain 3 LD 1 LD 1,1,0,11,12,1.75
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Chazy 1 LD 3 LD 3,1,0,12,13,1.65
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Chazy 2 LD 3 LD 3,2,0,19,21,2.69
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Clinton 1 LD 2 LD 2,0,0,7,7,2.87
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Dannemora 1 LD 6 LD 6,1,0,2,3,1.92
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Dannemora 2 LD 2 LD 2,2,0,3,5,1.61
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Dannemora 3 LD 2 LD 2,0,0,1,1,0.35
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Ellenburg 1 LD 2 LD 2,2,0,11,13,1.78
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Mooers 1 LD 1 LD 1,0,0,14,14,1.70
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Mooers 2 LD 2 LD 2,0,0,5,5,1.18
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Peru 1 LD 7 LD 7,3,0,11,14,2.70
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Peru 2 LD 7 LD 7,2,0,25,27,3.79
"Governor and Lieutenant Governor ",Kathy C. Hochul and Antonio Delgado,WOR,Town of Peru 3 LD 7 LD 7,1,0,8,9,1.72
