Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Beekmantown D3 LD 4 ",141,159,143,443,54.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Beekmantown D4 LD 3 ",99,98,134,331,42.11
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Black Brook D1 LD 6 ",37,19,136,192,35.23
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Black Brook D2 LD 6 ",18,33,41,92,44.66
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Champlain D1 LD 1 ",153,78,160,391,46.60
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Champlain D2 LD 1 ",163,119,154,436,50.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Champlain D3 LD 1 ",120,62,221,403,45.18
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Chazy D1 LD 3 ",111,89,321,521,51.08
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Chazy D2 LD 3 ",138,130,188,456,46.96
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Clinton D1 LD 2 ",34,4,73,111,35.92
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Dannemora D1 LD 6 ",21,9,49,79,40.72
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Dannemora D2 LD 2 ",53,36,54,143,41.45
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Dannemora D3 LD 2 ",33,22,81,136,40.60
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Ellenburg D1 LD 2 ",95,21,198,314,35.68
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Mooers D1 LD 1 ",122,31,234,387,36.65
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Mooers D2 LD 2 ",42,27,122,191,34.60
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Peru D1 LD 7 ",110,83,142,335,48.13
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Peru D2 LD 7 ",119,111,199,429,47.83
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Peru D3 LD 7 ",69,57,86,212,33.18
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Peru D4 LD 5 ",154,135,252,541,48.74
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D1 LD 4 ",84,125,86,295,56.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D2 LD 4 ",121,157,171,449,48.86
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D3 LD 8 ",141,213,88,442,55.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D4 LD 6 ",120,168,131,419,48.95
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D5 LD 8 ",68,117,94,279,50.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D6 LD 4 ",223,206,280,709,55.96
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Plattsburgh D7 LD 4 ",85,119,100,304,41.08
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Saranac D1 LD 6 ",98,69,208,375,40.02
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Saranac D2 LD 6 ",69,51,117,237,38.10
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Saranac D3 LD 6 ",43,40,106,189,39.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Schuyler Falls D1 LD 5 ",65,53,98,216,35.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Schuyler Falls D2 LD 5 ",90,137,182,409,43.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,DEM,"Town of Schuyler Falls D3 LD 5 ",112,96,135,343,42.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W1 D1 LD 8 ",25,57,38,120,35.71
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W1 D2 LD 8 ",91,153,109,353,29.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W1 D3 LD 9 ",7,13,11,31,51.67
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W2 D1 LD 8 ",29,72,85,186,32.35
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W2 D2 LD 9 ",14,25,31,70,24.56
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W3 D1 LD 9 ",30,67,100,197,29.23
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W3 D2 LD 9 ",38,51,117,206,27.61
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W4 D1 LD 10 ",46,59,139,244,27.08
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W4 D2 LD 10 ",33,60,130,223,29.38
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W5 D1 LD 10 ",18,47,56,121,23.54
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W5 D2 LD 10 ",43,102,75,220,25.70
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W6 D1 LD 9 ",29,49,65,143,22.27
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"City of Plattsburgh W6 D2 LD 10 ",16,42,28,86,22.75
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Altona D1 LD 2 ",56,34,467,557,54.08
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of AuSable D1 LD 7 ",32,30,296,358,52.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of AuSable D2 LD 7 ",31,24,244,299,47.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Beekmantown D1 LD 3 ",39,32,173,244,42.51
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Beekmantown D2 LD 3 ",28,36,232,296,48.37
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Beekmantown D3 LD 4 ",38,72,203,313,38.31
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Beekmantown D4 LD 3 ",35,79,279,393,50.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Black Brook D1 LD 6 ",29,9,273,311,57.06
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Black Brook D2 LD 6 ",13,10,79,102,49.51
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Champlain D1 LD 1 ",67,49,270,386,46.01
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Champlain D2 LD 1 ",57,69,255,381,44.10
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Champlain D3 LD 1 ",55,30,340,425,47.65
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Chazy D1 LD 3 ",40,37,348,425,41.67
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Chazy D2 LD 3 ",53,85,301,439,45.21
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Clinton D1 LD 2 ",15,5,158,178,57.61
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Dannemora D1 LD 6 ",13,9,75,97,50.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Dannemora D2 LD 2 ",45,31,113,189,54.78
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Dannemora D3 LD 2 ",33,8,142,183,54.63
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Ellenburg D1 LD 2 ",65,19,430,514,58.41
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Mooers D1 LD 1 ",71,26,485,582,55.11
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Mooers D2 LD 2 ",26,21,278,325,58.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Peru D1 LD 7 ",36,49,221,306,43.97
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Peru D2 LD 7 ",39,54,307,400,44.59
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Peru D3 LD 7 ",40,56,271,367,57.43
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Peru D4 LD 5 ",49,71,344,464,41.80
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D1 LD 4 ",31,54,103,188,35.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D2 LD 4 ",63,75,263,401,43.63
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D3 LD 8 ",57,76,153,286,35.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D4 LD 6 ",46,97,223,366,42.76
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D5 LD 8 ",16,65,141,222,39.78
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D6 LD 4 ",53,74,344,471,37.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Plattsburgh D7 LD 4 ",42,81,241,364,49.19
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Saranac D1 LD 6 ",54,41,393,488,52.08
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Saranac D2 LD 6 ",28,23,287,338,54.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Saranac D3 LD 6 ",22,22,204,248,51.77
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Schuyler Falls D1 LD 5 ",33,62,254,349,57.97
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Schuyler Falls D2 LD 5 ",51,73,331,455,48.87
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,REP,"Town of Schuyler Falls D3 LD 5 ",63,90,250,403,50.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W1 D1 LD 8 ",3,4,4,11,3.27
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W1 D2 LD 8 ",2,17,6,25,2.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W1 D3 LD 9 ",0,3,0,3,5.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W2 D1 LD 8 ",2,3,7,12,2.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W2 D2 LD 9 ",1,4,5,10,3.51
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W3 D1 LD 9 ",3,4,6,13,1.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W3 D2 LD 9 ",6,7,11,24,3.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W4 D1 LD 10 ",6,8,15,29,3.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W4 D2 LD 10 ",2,5,11,18,2.37
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W5 D1 LD 10 ",2,3,8,13,2.53
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W5 D2 LD 10 ",5,11,6,22,2.57
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W6 D1 LD 9 ",3,2,10,15,2.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"City of Plattsburgh W6 D2 LD 10 ",3,4,4,11,2.91
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Altona D1 LD 2 ",2,7,50,59,5.73
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of AuSable D1 LD 7 ",4,0,24,28,4.14
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of AuSable D2 LD 7 ",1,3,20,24,3.78
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Beekmantown D1 LD 3 ",2,5,13,20,3.48
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Beekmantown D2 LD 3 ",2,2,8,12,1.96
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Beekmantown D3 LD 4 ",6,5,18,29,3.55
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Beekmantown D4 LD 3 ",10,5,8,23,2.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Black Brook D1 LD 6 ",1,3,14,18,3.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Black Brook D2 LD 6 ",0,2,6,8,3.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Champlain D1 LD 1 ",5,5,18,28,3.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Champlain D2 LD 1 ",5,7,13,25,2.89
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Champlain D3 LD 1 ",3,2,30,35,3.92
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Chazy D1 LD 3 ",7,2,27,36,3.53
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Chazy D2 LD 3 ",2,6,26,34,3.50
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Clinton D1 LD 2 ",3,0,8,11,3.56
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Dannemora D1 LD 6 ",0,0,10,10,5.15
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Dannemora D2 LD 2 ",1,1,6,8,2.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Dannemora D3 LD 2 ",0,1,8,9,2.69
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Ellenburg D1 LD 2 ",5,2,22,29,3.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Mooers D1 LD 1 ",2,4,32,38,3.60
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Mooers D2 LD 2 ",2,1,19,22,3.99
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Peru D1 LD 7 ",2,2,25,29,4.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Peru D2 LD 7 ",3,3,15,21,2.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Peru D3 LD 7 ",3,4,36,43,6.73
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Peru D4 LD 5 ",3,6,39,48,4.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D1 LD 4 ",2,5,12,19,3.63
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D2 LD 4 ",2,3,20,25,2.72
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D3 LD 8 ",2,5,14,21,2.63
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D4 LD 6 ",8,7,14,29,3.39
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D5 LD 8 ",6,7,16,29,5.20
